Frequency (Hz)	Level (dB)				
5816.656494	-65.63868				
5818.002319	-64.298851				
5819.348145	-65.309784				
5820.69397	-64.780609				
5822.039795	-65.219849				
5823.38562	-65.063568				
5824.731445	-64.55481				
5826.077271	-64.08503				
5827.423096	-63.659149				
5828.768921	-64.693092				
5830.114746	-64.858673				
5831.460571	-64.757034				
5832.806396	-64.175987				
5834.152222	-63.110935				
5835.498047	-63.500546				
5836.843872	-64.038948				
5838.189697	-63.821423				
5839.535522	-63.859718				
5840.881348	-63.661102				
5842.227173	-64.029861				
5843.572998	-63.590908				
5844.918823	-63.419537				
5846.264648	-62.598164				
5847.610474	-63.177326				
5848.956299	-63.137306				
5850.302124	-62.00528				
5851.647949	-63.234627				
5852.993774	-63.926121				
5854.3396	-63.057213				
5855.685425	-62.622616				
5857.03125	-62.470718				
5858.377075	-61.823898				
5859.7229	-62.465637				
5861.068726	-62.417366				
5862.414551	-61.998501				
5863.760376	-61.54414				
5865.106201	-62.381573				
5866.452026	-62.350964				
5867.797852	-62.660805				
5869.143677	-61.199928				
5870.489502	-61.133602				
5871.835327	-60.942287				
5873.181152	-61.375629				
5874.526978	-61.227547				
5875.872803	-61.759274				
5877.218628	-61.279953				
5878.564453	-61.402569				
5879.910278	-61.105076				
5881.256104	-62.160057				
5882.601929	-61.446247				
5883.947754	-59.86581				
5885.293579	-61.274906				
5886.639404	-60.723763				
5887.985229	-60.321373				
5889.331055	-61.351425				
5890.67688	-60.681999				
5892.022705	-60.738674				
5893.36853	-60.503468				
5894.714355	-59.725357				
5896.060181	-60.306004				
5897.406006	-59.968243				
5898.751831	-59.609695				
5900.097656	-59.405403				
5901.443481	-60.599606				
5902.789307	-59.159687				
5904.135132	-58.842129				
5905.480957	-59.70005				
5906.826782	-60.083076				
5908.172607	-58.792263				
5909.518433	-58.582615				
5910.864258	-58.241108				
5912.210083	-58.864403				
5913.555908	-59.735428				
5914.901733	-58.216686				
5916.247559	-59.051739				
5917.593384	-57.694988				
5918.939209	-56.635868				
5920.285034	-58.297226				
5921.630859	-57.939289				
5922.976685	-57.558971				
5924.32251	-58.511379				
5925.668335	-58.31702				
5927.01416	-57.77803				
5928.359985	-55.945107				
5929.705811	-57.136158				
5931.051636	-58.226254				
5932.397461	-57.53344				
5933.743286	-59.068974				
5935.089111	-57.736462				
5936.434937	-58.170979				
5937.780762	-58.17638				
5939.126587	-57.547157				
5940.472412	-58.258202				
5941.818237	-58.041756				
5943.164062	-57.818272				
5944.509888	-58.259197				
5945.855713	-57.723396				
5947.201538	-57.681587				
5948.547363	-57.065105				
5949.893188	-56.693039				
5951.239014	-57.996437				
5952.584839	-57.799347				
5953.930664	-58.188698				
5955.276489	-58.309242				
5956.622314	-59.393505				
5957.96814	-58.085537				
5959.313965	-59.301758				
5960.65979	-58.455902				
5962.005615	-58.073589				
5963.35144	-57.688896				
5964.697266	-58.492485				
5966.043091	-58.587322				
5967.388916	-58.728531				
5968.734741	-59.188782				
5970.080566	-58.251534				
5971.426392	-58.821629				
5972.772217	-59.378994				
5974.118042	-59.925556				
5975.463867	-59.045898				
5976.809692	-58.994152				
5978.155518	-58.969131				
5979.501343	-60.085026				
5980.847168	-59.965965				
5982.192993	-60.106106				
5983.538818	-59.92931				
5984.884644	-60.60939				
5986.230469	-60.382286				
5987.576294	-60.123737				
5988.922119	-62.833725				
5990.267944	-62.028137				
5991.61377	-60.719852				
5992.959595	-59.012421				
5994.30542	-59.94532				
5995.651245	-60.815315				
5996.99707	-61.526787				
5998.342896	-61.517708				
5999.688721	-61.524109				
6001.034546	-61.624886				
6002.380371	-61.753109				
6003.726196	-62.754501				
6005.072021	-63.69688				
6006.417847	-61.979733				
6007.763672	-61.685734				
6009.109497	-61.658543				
6010.455322	-62.404263				
6011.801147	-62.636379				
6013.146973	-62.202644				
6014.492798	-62.290951				
6015.838623	-61.801132				
6017.184448	-62.44566				
6018.530273	-62.774929				
6019.876099	-63.182899				
6021.221924	-62.801441				
6022.567749	-63.435612				
6023.913574	-63.693428				
6025.259399	-63.919342				
6026.605225	-63.639523				
6027.95105	-63.644978				
6029.296875	-62.859936				
6030.6427	-62.857658				
6031.988525	-63.535244				
6033.334351	-63.817074				
6034.680176	-64.222343				
6036.026001	-63.931328				
6037.371826	-64.602127				
6038.717651	-64.374451				
6040.063477	-64.073967				
6041.409302	-64.033417				
6042.755127	-64.967682				
6044.100952	-65.787903				
6045.446777	-64.189781				
6046.792603	-63.028576				
6048.138428	-64.250473				
6049.484253	-63.977161				
6050.830078	-65.047981				
6052.175903	-64.710373				
6053.521729	-65.479645				
6054.867554	-64.870331				
6056.213379	-64.714325				
6057.559204	-64.450882				
6058.905029	-65.689857				
6060.250854	-64.758682				
6061.59668	-65.78389				
6062.942505	-64.912292				
6064.28833	-65.873856				
6065.634155	-66.226097				
6066.97998	-66.240479				
6068.325806	-66.699875				
6069.671631	-66.514595				
6071.017456	-66.795876				
6072.363281	-64.683556				
6073.709106	-66.439049				
6075.054932	-65.928238				
6076.400757	-65.206718				
6077.746582	-66.308914				
6079.092407	-66.544914				
6080.438232	-67.504044				
6081.784058	-66.438881				
6083.129883	-67.102676				
6084.475708	-66.818825				
6085.821533	-65.697319				
6087.167358	-67.18383				
6088.513184	-66.350548				
6089.859009	-65.753761				
6091.204834	-66.140457				
6092.550659	-67.219994				
6093.896484	-66.443085				
6095.24231	-67.709831				
6096.588135	-66.221069				
6097.93396	-66.082985				
6099.279785	-67.372574				
6100.62561	-67.818405				
6101.971436	-66.317192				
6103.317261	-67.90596				
6104.663086	-67.003235				
6106.008911	-67.022835				
6107.354736	-66.917831				
6108.700562	-68.472359				
6110.046387	-68.143608				
6111.392212	-66.227776				
6112.738037	-66.947426				
6114.083862	-67.530502				
6115.429688	-67.753609				
6116.775513	-67.367569				
6118.121338	-68.894371				
6119.467163	-68.560616				
6120.812988	-68.183746				
6122.158813	-67.965492				
6123.504639	-69.463043				
6124.850464	-68.018883				
6126.196289	-66.202209				
6127.542114	-66.872299				
6128.887939	-67.408058				
6130.233765	-68.795731				
6131.57959	-67.770866				
6132.925415	-68.092796				
6134.27124	-68.239624				
6135.617065	-68.383484				
6136.962891	-67.279762				
6138.308716	-68.437729				
6139.654541	-67.750839				
6141.000366	-68.428925				
6142.346191	-68.556076				
6143.692017	-69.25901				
6145.037842	-67.023689				
6146.383667	-67.643471				
6147.729492	-69.257423				
6149.075317	-68.518967				
6150.421143	-67.941917				
6151.766968	-68.296043				
6153.112793	-67.98497				
6154.458618	-67.762253				
6155.804443	-67.765038				
6157.150269	-68.849182				
6158.496094	-67.812492				
6159.841919	-68.203712				
6161.187744	-69.172562				
6162.533569	-68.691666				
6163.879395	-68.408226				
6165.22522	-68.298447				
6166.571045	-69.606567				
6167.91687	-69.987595				
6169.262695	-68.30719				
6170.608521	-68.98246				
6171.954346	-67.396362				
6173.300171	-69.260574				
6174.645996	-69.051003				
6175.991821	-68.854195				
6177.337646	-68.305092				
6178.683472	-68.955322				
6180.029297	-68.863358				
6181.375122	-69.000313				
6182.720947	-68.919792				
6184.066772	-70.391464				
6185.412598	-69.194794				
6186.758423	-68.380196				
6188.104248	-69.905701				
6189.450073	-67.954697				
6190.795898	-70.208504				
6192.141724	-69.285782				
6193.487549	-70.706177				
6194.833374	-68.364952				
6196.179199	-70.299606				
6197.525024	-68.423897				
6198.87085	-68.533669				
6200.216675	-68.834541				
6201.5625	-68.948875				
6202.908325	-69.250244				
6204.25415	-69.516197				
6205.599976	-68.780487				
6206.945801	-69.299606				
6208.291626	-68.707466				
6209.637451	-69.09761				
6210.983276	-68.880142				
6212.329102	-68.602821				
6213.674927	-69.908585				
6215.020752	-68.930656				
6216.366577	-67.886414				
6217.712402	-67.890068				
6219.058228	-68.761818				
6220.404053	-69.122017				
6221.749878	-69.69648				
6223.095703	-69.798714				
6224.441528	-70.012085				
6225.787354	-69.034027				
6227.133179	-70.010742				
6228.479004	-69.243523				
6229.824829	-69.972488				
6231.170654	-70.026863				
6232.516479	-68.897446				
6233.862305	-69.019249				
6235.20813	-69.642403				
6236.553955	-69.791908				
6237.89978	-69.010162				
6239.245605	-69.287277				
6240.591431	-68.92424				
6241.937256	-68.225464				
6243.283081	-68.97654				
6244.628906	-68.922623				
6245.974731	-68.845612				
6247.320557	-68.825554				
6248.666382	-68.617203				
